.	0	2	11	27	32	37	
.	0	8290986	11589828	23217996	494298083	494298545	
.	1	2	11	27	32	37	
.	1	268119	3203977	14818734	492856444	494298545	
.	2	2	11	27	32	37	
.	2	25574	2844041	11910953	44214534	494298545	
.	3	2	11	27	32	37	
.	3	37981	2232708	8203020	22491512	494298545	
.	4	2	11	27	32	37	
.	4	711	1464922	5876315	16643420	494298545	
.	5	2	11	27	32	37	42	
.	5	730	1394472	5223095	14266574	40251103	494298545	
.	6	2	11	27	32	37	42	
.	6	149	940028	4316512	12490043	33990578	494298545	
.	7	2	11	22	27	32	37	42	
.	7	540	936878	939758	4234808	11924387	31679385	494298545	
.	8	11	22	27	32	37	42	
.	8	949029	958573	4143690	11555708	30238182	494298545	
.	9	2	11	22	27	32	37	42	
.	9	1677	859672	878468	3990387	11243614	29460378	494298545	
.	10	2	11	22	27	32	37	42	
.	10	24	842587	871205	3962128	11024558	28902882	494298545	
.	11	2	11	22	27	32	37	42	
.	11	317	848210	884773	3973571	10919767	28734835	494298545	
.	12	11	22	27	32	37	42	
.	12	849983	893269	3999710	10940042	28742778	494298545	
.	13	2	11	22	27	32	37	42	
.	13	1012	876991	926048	4069449	11006213	28903099	494298545	
.	14	2	7	11	22	27	32	37	42	
.	14	3311	3401	1074386	1131097	4291554	11193519	28980536	494298545	
.	15	2	7	11	22	27	32	37	42	
.	15	23	526	886101	963357	4099497	11189762	28973027	494298545	
.	16	2	7	11	22	27	32	37	42	
.	16	25	1957	902159	1027634	4154939	11093777	29061868	494298545	
.	17	2	7	11	22	27	32	37	42	
.	17	1075	4047	1006530	1166951	4300114	11247786	29129036	494298545	
.	18	2	7	11	22	27	32	37	42	
.	18	224	4662	909764	1125486	4221320	11255431	29080887	494298545	
.	19	2	7	11	22	27	32	37	42	
.	19	325	8778	920828	1278533	4338428	11303417	29053389	494298545	
.	20	2	7	11	22	27	32	37	42	
.	20	718	14398	965811	1501674	4527542	11577732	29431942	494298545	
.	21	7	11	22	27	32	37	42	
.	21	23945	1003466	1869280	4746545	11760272	29388446	494298545	
.	22	2	7	11	22	27	32	37	42	
.	22	75	31949	1034794	2152636	4951901	12050362	29753497	494298545	
.	23	2	7	11	22	27	32	37	42	
.	23	20	44960	1107200	2613394	5307776	12512120	30175298	494298545	
.	24	2	7	11	22	27	32	37	42	
.	24	1854	54270	1156059	2828928	5461762	12688722	30549317	494298545	
.	25	2	7	11	22	27	32	37	42	
.	25	3996	101447	1863040	3803338	6353852	13451820	31043598	494298545	
.	26	2	7	11	22	27	32	37	42	
.	26	264	110534	1989905	4175769	6710026	13935185	31619554	494298545	
.	27	2	7	11	22	27	32	37	42	
.	27	4547	126904	2068247	4384059	6900792	14163203	31865567	494298545	
.	28	2	7	11	22	27	32	37	42	
.	28	4133	134905	2175082	4586252	7134087	14503368	32458662	494298545	
.	29	2	7	11	22	27	32	37	42	
.	29	5035	141861	2224829	4682240	7244774	14681680	32715063	494298545	
.	30	2	7	11	22	27	32	37	42	
.	30	1695	146015	2295607	4802931	7385369	14864987	33000145	494298545	
.	31	2	7	11	22	27	32	37	42	
.	31	2270	154565	2356030	4900021	7476087	14968381	33180383	494298545	
.	32	2	7	11	22	27	32	37	42	
.	32	1974	170076	2606967	5268548	7907130	15563510	33986434	494298545	
.	33	2	7	11	22	27	32	37	42	
.	33	5598	175949	2534965	5228922	7951343	15635371	34168065	494298545	
.	34	2	7	11	22	27	32	37	42	
