.	0	2	11	27	32	37	
.	0	9571494	34123717	86340241	494293487	494298545	
.	1	2	11	27	32	37	
.	1	30567400	49402608	84359587	493847802	494298545	
.	2	2	11	27	32	37	
.	2	30422763	51692850	87991723	181797259	494298545	
.	3	2	11	27	32	37	
.	3	95139	19407139	44175679	121397806	494298545	
.	4	2	11	27	32	37	
.	4	14133	13819300	27662281	57916188	494298545	
.	5	2	7	11	22	27	32	37	42	
.	5	10122	68338	11675047	12209156	22990881	43045050	112833995	494298545	
.	6	2	7	11	22	27	32	37	42	
.	6	11347	310147	12326168	14965397	25533403	46880380	102154347	494298545	
.	7	2	7	11	22	27	32	37	42	
.	7	18727	311149	12034390	14776300	23497919	40244683	83554259	494298545	
.	8	2	7	11	22	27	32	37	42	
.	8	16179	138522	10958563	12452271	20371187	34220772	70534803	494298545	
.	9	2	7	11	22	27	32	37	42	
.	9	10272	195023	10236786	12275746	19069360	30703226	58713510	494298545	
.	10	2	7	11	22	27	32	37	42	
.	10	20538	142695	10656534	11956246	19365631	31743550	60300931	494298545	
.	11	2	7	11	22	27	32	37	42	
.	11	16337	295455	10374333	12860042	19287022	30526994	56586510	494298545	
.	12	2	7	11	22	27	32	37	42	
.	12	33544	112641	10498654	11247563	18886209	30761426	58523940	494298545	
.	13	2	7	11	22	27	32	37	42	
.	13	13674	212145	10300707	11766530	18847996	30173276	56214815	494298545	
.	14	2	7	11	22	27	32	37	42	
.	14	11417	522613	10883702	14411473	20360316	32150203	58711832	494298545	
.	15	2	7	11	22	27	32	37	42	
.	15	18486	782344	11593257	16092800	21773618	34210462	62427212	494298545	
.	16	2	7	11	22	27	32	37	42	
.	16	39983	988903	11207490	17068768	21743749	33181740	58654940	494298545	
.	17	2	7	11	22	27	32	37	42	
.	17	35142	1064403	11836790	17854248	22711037	34956844	62534539	494298545	
.	18	2	7	11	22	27	32	37	42	
.	18	25652	1041367	11044377	16882785	21291571	32226231	56351571	494298545	
.	19	2	7	11	22	27	32	37	42	
.	19	47900	1098392	11056538	16918197	21268506	32113095	55615996	494298545	
.	20	2	7	11	22	27	32	37	42	
.	20	24297	1054892	11636132	17614843	22222689	33747528	58824856	494298545	
.	21	2	7	11	22	27	32	37	42	
.	21	19205	1074300	11793976	18261167	23023787	34596032	59961382	494298545	
.	22	2	7	11	22	27	32	37	42	
