.	0	2	11	27	32	37	
.	0	1372130	15410343	44938373	420438085	420443169	
.	1	2	11	27	32	37	
.	1	354659	13687988	38057379	419263856	420443169	
.	2	2	11	27	32	37	
.	2	42750	13093837	30922432	78311518	420443169	
.	3	2	11	27	32	37	
.	3	179395	11355067	23543769	48542931	420443169	
.	4	2	11	27	32	37	
.	4	19056	9685175	18584192	34326454	420443169	
.	5	2	11	27	32	37	42	
.	5	3822	8885016	16994108	29841487	65433493	420443169	
.	6	2	7	11	22	27	32	37	42	
.	6	850	2061	8803086	8813892	16627921	28401964	57883413	420443169	
.	7	2	7	11	22	27	32	37	42	
.	7	5836	15900	8871636	8981534	16578603	28066758	55928838	420443169	
.	8	2	7	11	22	27	32	37	42	
.	8	9283	17206	8441367	8537827	15631393	26199934	51788760	420443169	
.	9	2	7	11	22	27	32	37	42	
.	9	4001	27358	8196850	8430009	15207463	25149188	48395699	420443169	
.	10	2	7	11	22	27	32	37	42	
.	10	2095	21875	8272972	8475415	15343432	25358996	48511818	420443169	
.	11	2	7	11	22	27	32	37	42	
.	11	2546	54530	8265247	8712910	15326223	24986763	47319353	420443169	
.	12	2	7	11	22	27	32	37	42	
.	12	1823	27409	8361213	8614650	15553329	25631698	48847199	420443169	
.	13	2	7	11	22	27	32	37	42	
.	13	2908	47076	8491220	8893908	15735504	25793955	49037965	420443169	
.	14	2	7	11	22	27	32	37	42	
.	14	4099	169893	8629777	9925888	16191984	26200601	49278788	420443169	
.	15	2	7	11	22	27	32	37	42	
.	15	7995	278430	8956179	10940509	17022692	27358313	50667533	420443169	
.	16	2	7	11	22	27	32	37	42	
.	16	4693	550493	9064775	12918318	17698885	27662007	49802413	420443169	
.	17	2	7	11	22	27	32	37	42	
.	17	5153	586368	9353303	13394858	18321686	28632061	51386659	420443169	
.	18	2	7	11	22	27	32	37	42	
.	18	5407	670732	9385301	13943116	18421950	28426255	50386548	420443169	
.	19	2	7	11	22	27	32	37	42	
.	19	8707	744442	9624528	14616273	18891797	29055188	50925071	420443169	
.	20	2	7	11	22	27	32	37	42	
.	20	25391	752765	9474139	14482426	18805757	29033375	51128115	420443169	
.	21	2	7	11	22	27	32	37	42	
.	21	22251	800630	9691885	15083000	19208542	29354696	51362043	420443169	
.	22	2	7	11	22	27	32	37	42	
.	22	10116	808918	9901028	15526207	19835221	30410336	53378980	420443169	
.	23	7	11	22	27	32	37	42	
.	23	792103	9829008	15346849	19459744	29952913	52568747	420443169	
.	24	2	7	11	22	27	32	37	42	
.	24	1928	816029	9967438	15616986	19901418	30356473	53209745	420443169	
.	25	2	7	11	22	27	32	37	42	
.	25	4853	844464	10048930	15776720	20117832	30730890	53812076	420443169	
.	26	2	7	11	22	27	32	37	42	
.	26	271	845236	10180467	16063941	20221595	30719979	53498231	420443169	
.	27	2	7	11	22	27	32	37	42	
.	27	5457	879734	10267207	16198651	20412522	31248312	54525564	420443169	
.	28	2	7	11	22	27	32	37	42	
.	28	507	868229	10353538	16437348	20504325	31291093	54621301	420443169	
.	29	2	7	11	22	27	32	37	42	
.	29	5409	906278	10544544	16831481	20923124	31888882	55730087	420443169	
.	30	2	7	11	22	27	32	37	42	
.	30	9273	919697	10494674	16842586	20879430	31878681	55890608	420443169	
.	31	2	7	11	22	27	32	37	42	
.	31	5289	914939	10713746	17112402	21174498	32098114	55739615	420443169	
.	32	2	7	11	22	27	32	37	42	
.	32	15282	938003	10735860	17230735	21320316	32424771	56531603	420443169	
.	33	2	7	11	22	27	32	37	42	
.	33	15127	942300	11004939	17532938	21700486	32742392	56888110	420443169	
.	34	2	7	11	22	27	32	37	42	
.	34	9099	953876	11222456	17821168	22198224	33265110	57774438	420443169	
.	35	2	7	11	22	27	32	37	42	
.	35	15200	967109	11384019	18187252	22665474	33897196	58812444	420443169	
.	36	2	7	11	22	27	32	37	42	
.	36	703	958053	11325960	18075028	22696685	34024299	59211602	420443169	
.	37	2	7	11	22	27	32	37	42	
.	37	10060	1012930	11742852	18714910	23408170	34730207	60128775	420443169	
.	38	2	7	11	22	27	32	37	42	
.	38	2279	992723	11517766	18398011	23215094	34256232	59195151	420443169	
.	39	2	7	11	22	27	32	37	42	
.	39	8675	1013057	11699565	18633206	23419908	34472391	59552673	420443169	
.	40	2	7	11	22	27	32	37	42	
.	40	11852	1048011	11974122	19004757	23876309	35189582	60893594	420443169	
.	41	2	7	11	22	27	32	37	42	
.	41	11450	1066952	12213299	19403061	24340152	35848875	61925831	420443169	
.	42	2	7	11	22	27	32	37	42	
.	42	3379	1075365	12629396	20130835	25273599	37587661	65486457	420443169	
.	43	2	7	11	22	27	32	37	42	
.	43	4124	1086383	12946780	20524487	25829064	38455941	67442276	420443169	
.	44	2	7	11	22	27	32	37	42	
.	44	692	1104709	12928492	20696378	25943220	38680320	68047080	420443169	
.	45	2	7	11	22	27	32	37	42	
.	45	1755	1127034	13179818	21123839	26444983	39379836	69227620	420443169	
.	46	2	7	11	22	27	32	37	42	
.	46	4715	1141797	13326966	21404158	26798718	40015165	70282566	420443169	
.	47	2	7	11	22	27	32	37	42	
.	47	10250	1175464	13604611	21637315	27098719	40434602	71195399	420443169	
.	48	2	7	11	22	27	32	37	42	
.	48	2609	1191002	14012723	21992390	27532041	41099499	72272647	420443169	
.	49	2	7	11	22	27	32	37	42	
.	49	11609	1216898	14261213	22117465	27709179	41437296	72927358	420443169	
.	50	2	7	11	22	27	32	37	42	
.	50	545	1219751	14513908	22123340	27770796	41586460	73328972	420443169	
.	51	2	7	11	22	27	32	37	42	
.	51	17190	1263297	15032662	22648164	28345914	42276427	74149960	420443169	
.	52	2	7	11	22	27	32	37	42	
.	52	8383	1262071	15294652	22798572	28559349	42763298	75119923	420443169	
.	53	2	7	11	22	27	32	37	42	
.	53	16921	1298519	15767987	23175692	28958872	43116539	75591091	420443169	
.	54	2	7	11	22	27	32	37	42	
.	54	2786	1291000	15874553	23249054	29086854	43400898	76065649	420443169	
.	55	2	7	11	22	27	32	37	42	
.	55	30807	1337637	16147431	23386149	29287500	43866941	77077579	420443169	
.	56	2	7	11	22	27	32	37	42	
.	56	356	1334268	16541855	23673473	29612045	44221906	77574883	420443169	
.	57	2	7	11	22	27	32	37	42	
.	57	13313	1361462	16841624	23984757	29969029	44721153	78244592	420443169	
.	58	2	7	11	22	27	32	37	42	
.	58	4953	1389709	17081329	24205184	30312007	45301315	79297205	420443169	
.	59	2	7	11	22	27	32	37	42	
.	59	11249	1401832	17278795	24491469	30575986	45563185	79717119	420443169	
.	60	2	7	11	22	27	32	37	42	
.	60	2562	1406339	17483498	24662283	30786868	45875631	80209938	420443169	
.	61	2	7	11	22	27	32	37	42	
.	61	11658	1542711	17840379	25160519	31483113	46817984	81434915	420443169	
.	62	2	7	11	22	27	32	37	42	
.	62	809	1421738	17814962	25166920	31399136	46809672	81736381	420443169	
.	63	2	7	11	22	27	32	37	42	
.	63	22020	1464123	18103071	25634974	31921949	47484576	82599894	420443169	
.	64	2	7	11	22	27	32	37	42	
.	64	4932	1463283	18146715	25644846	31949055	47527635	82838366	420443169	
.	65	2	7	11	22	27	32	37	42	
.	65	9223	1479201	18269880	25787170	32122548	47769610	83195598	420443169	
.	66	2	7	11	22	27	32	37	42	
.	66	260	1504027	18645978	26244299	32659567	48545097	84329071	420443169	
.	67	2	7	11	22	27	32	37	42	
.	67	1687	1514619	18674942	26333459	32774496	48749365	84709861	420443169	
.	68	2	7	11	22	27	32	37	42	
.	68	994	1530031	18851879	26432774	32932183	49038109	85264433	420443169	
.	69	2	7	11	22	27	32	37	42	
.	69	386	1552916	19170411	26822381	33377802	49612497	86117028	420443169	
.	70	2	7	11	22	27	32	37	42	
.	70	4014	1580352	19493923	27383249	34040495	50549617	87464293	420443169	
.	71	2	7	11	22	27	32	37	42	
.	71	10010	1612557	19833060	27930238	34650074	51346482	88717113	420443169	
.	72	2	7	11	22	27	32	37	42	
.	72	141	1606288	19792100	27975468	34733992	51525807	89117164	420443169	
.	73	2	7	11	22	27	32	37	42	
.	73	9234	1632232	19949407	28132850	34922433	51785344	89566171	420443169	
.	74	2	7	11	22	27	32	37	42	
.	74	7472	1649172	20450883	28999138	35885135	52950608	91114012	420443169	
.	75	2	7	11	22	27	32	37	42	
