.	0	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	0	2668596	2859699	3111557	3411149	3592284	3839332	4095309	4394577	5026475	5495110	5871863	6286615	6721129	7162841	7646079	8124903	8587440	9098910	10730155	11303924	11963747	12736488	13400182	14030993	14830085	15930436	17533022	19619676	29256954	32353171	37258554	55368693	57330520	58989287	60523162	63311413	65876149	74621819	77582651	
.	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	1	2816868	3045331	3360600	3723598	4015632	4352382	4749930	5191662	6038062	6598315	7102284	7658496	8217991	8781332	9415913	10017160	10619922	11293617	12840047	13571155	14362990	15337708	16094399	16884416	17884301	19065137	20945114	23448944	30305457	35628320	39737548	51642877	58778160	60450597	62198393	64759186	67138486	75498747	77582651	
.	2	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	2	2872393	3099919	3420050	3779127	4076636	4402554	4774459	5194904	5979984	6510485	6991582	7520490	8049378	8587991	9203923	9796845	10394850	11289049	12549256	13289662	14087989	15093359	15867547	16682489	17723649	18968352	20897695	23548862	30530596	35522138	39600553	51652062	58392907	60041701	61806343	64362404	66745553	75118728	77582651	
.	3	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	3	2933203	3161323	3484214	3849090	4152363	4487978	4860789	5277193	6043788	6576010	7054594	7574909	8093500	8624337	9231444	9821998	10421939	11447938	12531117	13288311	14095316	15095033	15885717	16721350	17789513	19087171	21016908	23736451	30819073	35684481	39758587	51746510	58201504	59801921	61556075	64091849	66459231	75024782	77582651	
.	4	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	4	2994589	3211277	3523842	3887658	4185918	4515520	4885610	5297955	6054932	6588151	7079474	7601045	8121981	8662452	9268811	9880817	10490016	11542368	12572541	13355242	14169702	15170013	15987074	16842177	17948032	19304105	21218241	23990848	31164161	35962395	40039332	51992820	58114212	59621290	61361672	63842180	66149497	75022206	77582651	
.	5	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	5	3122331	3372995	3712168	4093868	4392995	4725386	5097322	5514355	6283034	6825214	7331049	7853468	8381376	8927347	9534784	10163122	10766503	11721336	12648957	13440637	14253233	15234955	16074475	16936717	18071308	19497576	21321692	24098134	31387145	36149215	40245377	52276316	58333720	59743309	61453621	63995635	66016319	75219521	77582651	
.	6	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	6	3159150	3374801	3685385	4046786	4319780	4641166	5006230	5414946	6176739	6705292	7193389	7720013	8248898	8799435	9418858	10032714	10644074	11646573	12629185	13421062	14249037	15259059	16092618	16972620	18081871	19465277	21398582	24219715	31497054	36361504	40530148	52531106	58488167	60044719	61788577	64391284	66629305	75156155	77582651	
.	7	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	7	3221304	3437563	3753825	4118765	4401778	4735691	5107325	5519127	6290602	6825294	7311465	7846308	8377371	8929010	9557355	10155035	10770808	11791986	12805018	13594530	14437174	15448871	16277343	17166117	18264257	19619890	21594577	24434455	31704540	36580074	40751974	52699468	58592764	60215870	61974312	64608743	66922606	75212153	77582651	
.	8	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	8	3289713	3515580	3843247	4214201	4493894	4824973	5197007	5606049	6366607	6893708	7372782	7903933	8430899	8979650	9606416	10199381	10812506	11839062	12865739	13652909	14490453	15509045	16338659	17231588	18329853	19677508	21684451	24530947	31803585	36718577	40921972	52847273	58599321	60263981	62032697	64698326	67028945	75170094	77582651	
.	9	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	9	3366140	3600346	3937016	4320305	4618025	4960952	5340832	5759306	6542203	7079930	7568912	8107860	8642180	9197602	9832425	10426798	11044766	12085333	13120042	13910025	14753114	15773663	16599930	17491390	18582719	19922155	21941035	24785092	32045673	36979973	41199149	53131095	58808819	60492906	62265194	64935446	67261554	75309132	77582651	
.	10	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	10	3447869	3687015	4030037	4411008	4705540	5044303	5420008	5837759	6614547	7159134	7670197	8202349	8742507	9298203	9921921	10559678	11178847	12119832	13044391	13858123	14694545	15682649	16544320	17444783	18582374	20007645	21860088	24730761	32048897	36858735	41007404	52947465	58471120	59869003	61650475	64090361	66208960	75362411	77582651	
.	11	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	11	3494939	3740619	4094843	4486878	4785945	5130147	5512160	5936194	6726621	7274076	7779213	8323000	8866726	9431240	10064962	10683688	11311252	12285783	13244710	14053324	14905554	15917280	16768943	17673325	18790988	20174814	22143875	25048793	32309584	37118601	41304213	53164634	58627833	60159137	61937786	64461077	66711582	75393693	77582651	
.	12	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	12	3536581	3775265	4123664	4509858	4808984	5150914	5529348	5949007	6736327	7281907	7780270	8328585	8874087	9441264	10080474	10694619	11328102	12321693	13307397	14116850	14978299	15999210	16850687	17763970	18876495	20238641	22247491	25154513	32415366	37261027	41473375	53295209	58681697	60285058	62075999	64645456	66943624	75399005	77582651	
.	13	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	13	3620571	3899052	4294992	4729858	5062383	5431310	5835830	6283237	7116892	7681070	8195458	8760706	9316897	9894132	10544039	11160114	11800226	12805466	13803751	14615268	15478562	16502247	17354647	18272238	19379806	20733255	22781351	25729600	32979615	37780308	41993499	53757668	58973368	60597897	62382382	64959833	67259445	75593438	77582651	
.	14	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	14	3683849	3963073	4359930	4795134	5125793	5494581	5899565	6346753	7185994	7751505	8269644	8841486	9404757	9987304	10642434	11262822	11906553	12923027	13932552	14747219	15616497	16642649	17498066	18420951	19533953	20888312	22961714	25939492	33170797	37962598	42190601	53931107	59047193	60687333	62472505	65060753	67362375	75633874	77582651	
.	15	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	15	3752835	4018432	4404009	4826314	5137943	5499152	5899393	6343917	7167573	7732322	8263865	8826583	9391762	9975288	10619321	11285609	11933477	12849706	13755686	14593888	15464318	16463043	17352808	18284814	19442650	20875142	22808785	25836699	33105267	37762744	41926488	53654447	58580803	59941214	61749294	64099990	66229604	75599439	77582651	
.	16	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	16	3773509	4013629	4372166	4765033	5067624	5421330	5809088	6238254	7036168	7589577	8102380	8663113	9220291	9803855	10453498	11091526	11746905	12694052	13635209	14478863	15366371	16400642	17291128	18243391	19397417	20806088	22849834	25907760	33150797	37870699	42086205	53715228	58542529	60042558	61864337	64302341	66556227	75479703	77582651	
.	17	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	17	3846323	4124373	4519804	4937650	5246874	5608097	6003184	6440164	7253149	7813699	8331494	8904932	9471240	10062338	10720857	11361182	12023041	12987188	13947416	14790710	15685615	16722188	17610969	18567465	19715273	21099796	23185693	26258195	33452866	38189295	42418177	53967327	58742185	60306024	62135434	64610895	66891844	75579460	77582651	
.	18	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	18	3866786	4103787	4462407	4851008	5155835	5505962	5890550	6319239	7119186	7676701	8190479	8765368	9332164	9924462	10588583	11230144	11898684	12877397	13857430	14710041	15622197	16674711	17575153	18546515	19705314	21102070	23239853	26373855	33546463	38245355	42488045	54004835	58702917	60301620	62132219	64630696	66925302	75521835	77582651	
.	19	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	19	3931399	4169953	4533845	4927441	5243590	5602261	5993766	6427656	7234498	7796401	8316494	8898509	9472780	10071280	10741952	11386253	12068776	13065977	14063667	14936092	15864441	16928645	17848874	18844272	20021646	21433768	23606213	26773041	33935790	38655850	42903568	54240678	58767840	60385205	62230280	64741986	67034871	75561754	77582651	
.	20	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	20	4024736	4279001	4666794	5075970	5399235	5774710	6180236	6625439	7442401	8019111	8558261	9147666	9733119	10342206	11014135	11696041	12387925	13300351	14199291	15105791	16046365	17100466	18069525	19087154	20316120	21788618	23846453	27084919	34261645	38834238	42975421	54146061	58387509	59751520	61663547	63965485	66145683	75618994	77582651	
.	21	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	21	4046708	4278362	4644928	5040403	5356462	5717361	6111490	6547587	7351190	7915176	8438181	9018207	9591932	10193800	10857555	11517527	12203492	13115615	14029507	14913448	15855646	16912171	17859180	18868526	20073275	21521860	23676219	26958689	34015893	38598217	42826099	54071696	58369955	59843463	61733603	64103114	66377636	75522443	77582651	
.	22	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	22	4121771	4394827	4805605	5245671	5587452	5972746	6391306	6854601	7715113	8306138	8852902	9464209	10061023	10687641	11374341	12046868	12751907	13686471	14623019	15515063	16470590	17535049	18483148	19502019	20704139	22138642	24338872	27649832	34639302	39227978	43465412	54610895	58826004	60345869	62239370	64634298	66916015	75804623	77582651	
.	23	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	23	4195197	4489959	4929935	5402033	5764978	6169896	6607794	7091338	7986130	8597682	9158902	9787336	10396117	11032024	11725358	12402426	13109736	14052784	14998275	15893362	16851450	17916033	18867081	19891989	21092355	22523226	24752719	28092698	35021076	39602467	43846839	54920079	59036802	60577848	62474535	64883405	67170936	75931266	77582651	
.	24	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	24	4288772	4614796	5092818	5606720	5990386	6418818	6880687	7387080	8320436	8951591	9528493	10170774	10794554	11442597	12143880	12827630	13541431	14489729	15441963	16332876	17301384	18360898	19312131	20335779	21536882	22967915	25222947	28618606	35494680	40054085	44314538	55312405	59298055	60839960	62731713	65138376	67416382	76086050	77582651	
.	25	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	25	33279	73206	4468075	4809824	5307657	5833060	6213013	6644251	7110510	7621912	8559859	9194115	9790217	10432858	11068141	11722341	12422734	13146272	13865544	14781159	15687995	16595508	17563360	18599652	19573323	20599255	21840831	23337103	25494607	28949948	35781727	40241701	44457020	55400230	59241577	60558320	62442573	64688509	66837039	76128432	77582651	
.	26	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	26	27733	67483	4497916	4825478	5319808	5843258	6234084	6679040	7155299	7676527	8633214	9284134	9886546	10550089	11196621	11868986	12590557	13305365	14042363	14992710	15931682	16856178	17856392	18929382	19918328	20972603	22221069	23704842	25960403	29462393	36213258	40724563	44958841	55689070	59448227	60882413	62787531	65098875	67321293	76164192	77582651	
.	27	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	27	141337	182918	4672506	5010903	5517112	6060680	6458660	6909726	7393227	7924104	8900701	9555138	10160506	10831013	11478911	12151218	12870270	13583453	14316632	15260541	16207544	17119591	18112208	19172816	20146330	21189208	22415891	23878021	26150439	29634043	36326192	40854258	45131397	55934128	59713792	61192624	63101231	65435621	67672736	76282633	77582651	
.	28	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	28	185990	230451	4810351	5187290	5731956	6305814	6722919	7188908	7683472	8222834	9211631	9871135	10476766	11146574	11795171	12465646	13183960	13890973	14622044	15571221	16520945	17433158	18427857	19485577	20460972	21516303	22745436	24201597	26491639	29990699	36690043	41257366	45527905	56178678	59880618	61384290	63316407	65665764	67909671	76328218	77582651	
.	29	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	29	92071	135716	4787085	5149749	5686250	6255967	6677305	7148465	7648483	8194730	9193309	9860892	10474071	11154166	11810555	12491375	13220638	13937577	14684029	15649046	16617099	17549441	18562895	19634587	20629970	21707992	22955504	24430262	26753137	30273394	36994483	41585711	45841407	56347360	59957613	61479274	63424235	65779350	68023519	76340031	77582651	
.	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	30	351044	396987	5138753	5518319	6076520	6670431	7108182	7595943	8114590	8680475	9711453	10401383	11042504	11733393	12406985	13100709	13834404	14577173	15332190	16244547	17145168	18090127	19102951	20153662	21162890	22235214	23509930	25012459	27226009	30763567	37457959	41946805	46112729	56533844	60003953	61298443	63263541	65437709	67641022	76429809	77582651	
.	31	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	31	306967	351889	5134648	5505331	6061447	6652441	7097627	7591929	8113894	8685689	9724371	10421643	11063928	11766533	12447424	13152851	13899344	14642282	15407608	16341058	17270013	18230012	19264307	20345949	21369828	22466151	23747794	25251587	27552604	31132468	37746756	42296392	46472501	56675901	60100407	61488660	63455174	65693325	67929245	76427232	77582651	
.	32	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	32	66412	109973	5001363	5396390	5966537	6557714	6992188	7474311	7986257	8545659	9565830	10255630	10889884	11589558	12267072	12967545	13717505	14462133	15234339	16176783	17192007	18156167	19192770	20282017	21304723	22412653	23703369	25208717	27548522	31124441	37754479	42385415	46595284	56765995	60179848	61624380	63606977	65871804	68126342	76408506	77582651	
.	33	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	33	83704	129876	5107436	5525824	6124397	6744118	7196046	7694549	8220686	8792269	9831438	10528318	11167664	11872774	12556069	13261114	14015288	14761463	15536059	16481207	17500602	18468063	19509050	20600361	21624744	22739106	24033115	25535302	27894081	31479422	38071948	42723880	46926882	57013844	60386935	61849312	63843562	66113048	68373319	76460265	77582651	
.	34	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	34	92822	137421	5172157	5558036	6138872	6754131	7215438	7723673	8260209	8846181	9912981	10623402	11280128	12000193	12699025	13417585	14186187	14943339	15733666	16712350	17725621	18710759	19765996	20868568	21911900	23047812	24356886	25872926	28256455	31876018	38436079	43118221	47318563	57257797	60537099	62004080	64012946	66282545	68549872	76497209	77582651	
.	35	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	35	99688	143194	5307246	5695252	6279787	6894236	7355558	7865978	8404039	8991417	10060866	10782360	11448038	12169313	12877312	13605710	14376780	15155373	15955637	16938527	17915276	18913596	19971304	21064629	22128171	23266769	24609909	26166473	28480368	32124179	38699763	43311986	47441337	57302777	60470250	61768520	63800186	65948153	68233607	76478485	77582651	
.	36	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	36	121906	163649	5363631	5735814	6329578	6933789	7390276	7898437	8440881	9029984	10100310	10826955	11495832	12230448	12946705	13686624	14471280	15254345	16066651	17069266	18068248	19081986	20162060	21277743	22353337	23515233	24865867	26422181	28808260	32489308	39005483	43665521	47829875	57545755	60670637	62055530	64104880	66301353	68599003	76477348	77582651	
.	37	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	37	336966	376298	5646155	6031411	6615815	7219241	7671210	8176276	8711069	9293839	10352823	11076443	11744909	12485096	13204838	13949200	14740623	15530725	16351772	17366956	18382419	19408394	20504116	21636891	22733429	23922204	25290457	26871017	29330588	33098255	39472009	44119661	48287249	57813517	60858276	62274334	64317454	66529955	68827564	76528601	77582651	
.	38	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	38	199112	240046	5603243	5992541	6586089	7197382	7665506	8183662	8729572	9325729	10406068	11146764	11831534	12590048	13326156	14092972	14903968	15712472	16553897	17594247	18635065	19688850	20820071	21980653	23112229	24340482	25748430	27374750	29918739	33798229	40066736	44742283	48921422	58147236	61027752	62461357	64524039	66740857	69047906	76544057	77582651	
.	39	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	39	251537	289552	5714673	6062892	6630836	7231066	7702057	8226323	8781688	9389381	10494667	11252016	11953084	12732377	13489689	14274775	15109295	15934494	16795922	17859981	18918189	19999975	21152562	22340812	23503706	24768466	26208075	27868453	30467845	34409034	40671404	45446033	49594274	58435933	61138346	62575483	64638641	66851308	69157241	76559076	77582651	
.	40	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	40	220852	262263	5861048	6248279	6859321	7495551	7982451	8524259	9094029	9718082	10846431	11622558	12340395	13128958	13901397	14697213	15530090	16373747	17236002	18241123	19217964	20296957	21452258	22621602	23795521	25044122	26504971	28198543	30733399	34704602	40876087	45497130	49587431	58460634	61101495	62381639	64438386	66555834	68910739	76602953	77582651	
.	41	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	41	242846	284953	5951656	6350114	6978985	7637064	8133027	8689561	9278131	9921196	11081535	11866410	12596340	13399753	14181778	14988608	15836101	16686948	17562322	18581898	19582528	20676846	21847900	23039590	24227539	25500539	26971153	28663631	31263778	35267561	41402604	46104103	50199261	58824428	61415979	62769248	64843999	66998895	69346667	76669325	77582651	
.	42	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	42	213815	259956	6045443	6481181	7154267	7850391	8365184	8939718	9547041	10209405	11398700	12197760	12937670	13755046	14547341	15363961	16217277	17072815	17953948	18981530	19993689	21093039	22274683	23472287	24667709	25962086	27441100	29146450	31796135	35841684	41858828	46575943	50693728	59181828	61727708	63112237	65200314	67366095	69723582	76751496	77582651	
.	43	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	43	207499	251212	6103577	6507430	7161259	7853300	8374880	8954624	9564572	10231237	11421409	12231646	12973827	13796762	14592715	15414906	16272185	17128343	18015013	19050971	20073695	21181760	22383115	23591907	24805542	26119169	27619330	29348870	32044475	36134151	42037666	46758240	50896651	59306296	61839792	63244159	65352812	67524576	69900012	76711275	77582651	
.	44	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	44	133366	183555	6197015	6645403	7349684	8089289	8639984	9247214	9887919	10585046	11829515	12667812	13435992	14281739	15096586	15936137	16804178	17670842	18562417	19603153	20625009	21736216	22936789	24133447	25348771	26661214	28155779	29882888	32585586	36689566	42500381	47198033	51332382	59666474	62165164	63569316	65702146	67868977	70275525	76811974	77582651	
.	45	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	45	137696	188671	6356873	6802681	7510869	8260012	8816024	9431948	10079523	10784041	12048248	12897491	13677555	14525691	15350547	16197715	17067960	17946536	18841587	19862604	20847635	21956340	23150466	24336581	25553351	26845322	28357029	30093458	32729799	36806882	42650276	47279500	51333049	59638214	62049127	63313816	65430353	67485930	70002764	76794110	77582651	
.	46	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	46	155239	209711	6475742	6965544	7729671	8534411	9127106	9776959	10456097	11187825	12485296	13351622	14139078	14997702	15823372	16670761	17539756	18407246	19294687	20313760	21305767	22411945	23608655	24798936	26017584	27321307	28831354	30568706	33256356	37362819	43095791	47768272	51828018	59943163	62327830	63644976	65750480	67831703	70274784	76877762	77582651	
.	47	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	47	142785	197199	6586288	7093544	7867232	8674189	9268365	9916238	10590179	11319932	12614785	13478959	14264144	15124164	15950463	16797234	17670129	18536998	19429174	20451408	21453563	22566082	23766609	24963922	26183265	27498482	29010535	30742343	33442351	37536083	43298243	48001745	52047846	60110605	62514588	63862708	65976216	68066774	70500286	76895102	77582651	
.	48	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	48	240056	294768	6783420	7284073	8069127	8893517	9500183	10164744	10855047	11599307	12918692	13793569	14586697	15453448	16282646	17129483	18006091	18874821	19769178	20791207	21794085	22909981	24112812	25315410	26539075	27865973	29386875	31118775	33823277	37914377	43695121	48409824	52413402	60357760	62749319	64108438	66236200	68319942	70759307	76937713	77582651	
